URL,Title,Content type,Is rendered page,HTTP status code,Organic traffic,Linked Images
https://coastalroofingofsouthflorida.com/,Coastal Roofing | Local Roofing Contractors In South Florida,text/html; charset=utf-8,FALSE,200,64,https://coastalroofingofsouthflorida.com/wp-content/uploads/2025/04/coastal-roofing-south-florida-1.png
https://coastalroofingofsouthflorida.com/careers/,Join South Florida’s Top Roofing Team | Careers,text/html; charset=utf-8,FALSE,200,0,https://coastalroofingofsouthflorida.com/wp-content/uploads/2025/04/coastal-roofing-career-opportunities-scaled.jpg
https://coastalroofingofsouthflorida.com/roofing/,Residential Roofing In South Florida,text/html; charset=utf-8,FALSE,200,0,https://coastalroofingofsouthflorida.com/wp-content/uploads/2025/04/residential-roofs-florida.jpg
https://coastalroofingofsouthflorida.com/commercial-roofing/,Commercial Roofing In South Florida,text/html; charset=utf-8,FALSE,200,0,https://coastalroofingofsouthflorida.com/wp-content/uploads/2025/04/west-palm-beach-apartment-roofing.webp
https://coastalroofingofsouthflorida.com/about/,Get To Know Coastal Roofing | About,text/html; charset=utf-8,FALSE,200,0,https://coastalroofingofsouthflorida.com/wp-content/uploads/2025/04/coastal-roofing-team-scaled.jpg
https://coastalroofingofsouthflorida.com/reviews/,See Why South Florida Trusts Us | Customer Reviews,text/html; charset=utf-8,FALSE,200,0,https://coastalroofingofsouthflorida.com/wp-content/uploads/2025/03/trusted-florida-roofers.webp
https://coastalroofingofsouthflorida.com/maintenance-plan/,Roof Maintenance Plans For South Florida Homes & Businesses,text/html; charset=utf-8,FALSE,200,0,https://coastalroofingofsouthflorida.com/wp-content/uploads/2025/04/dji_fly_20240509_063908_872_1715260563823_photo.jpeg
https://coastalroofingofsouthflorida.com/faq/,Roofing FAQs For Florida Homeowners,text/html; charset=utf-8,FALSE,200,0,https://coastalroofingofsouthflorida.com/wp-content/uploads/2025/03/trusted-florida-roofers.webp
https://coastalroofingofsouthflorida.com/services/,Expert Roof Repair & Installation Services In South Florida,text/html; charset=utf-8,FALSE,200,0,https://coastalroofingofsouthflorida.com/wp-content/uploads/2025/04/coastal-roofing-services-expertise-1024x682.webp
https://coastalroofingofsouthflorida.com/storm-damage/,Storm Damage Roof In South Florida,text/html; charset=utf-8,FALSE,200,0,https://coastalroofingofsouthflorida.com/wp-content/uploads/2025/10/skil-seven-f56PM88VthE-unsplash.jpg
https://coastalroofingofsouthflorida.com/projects/,See Our Roofing Projects Across South Florida | Gallery,text/html; charset=utf-8,FALSE,200,0,https://coastalroofingofsouthflorida.com/wp-content/uploads/2025/03/residential-coastal-roofing.webp
https://coastalroofingofsouthflorida.com/locations/,Locations | Coastal Roofing South Florida,text/html; charset=utf-8,FALSE,200,0,https://coastalroofingofsouthflorida.com/wp-content/uploads/2025/04/coastal-roofing-services-expertise-1024x682.webp
https://coastalroofingofsouthflorida.com/blog/,"Roofing Tips, Trends & Storm Prep | Blog",text/html; charset=utf-8,FALSE,200,0,https://coastalroofingofsouthflorida.com/wp-content/uploads/2025/03/trusted-florida-roofers.webp
https://coastalroofingofsouthflorida.com/shingle-roofing/,Shingle Roofing In South Florida,text/html; charset=utf-8,FALSE,200,0,https://coastalroofingofsouthflorida.com/wp-content/uploads/2025/10/k8-bWEeIToqM4g-unsplash.jpg
https://coastalroofingofsouthflorida.com/roof-repair/,Roof Repair In South Florida,text/html; charset=utf-8,FALSE,200,0,https://coastalroofingofsouthflorida.com/wp-content/uploads/2025/04/63eda43d2d142ea4ef045cef_industrial1-1024x683.avif
https://coastalroofingofsouthflorida.com/metal-roofing/,Metal Roofing In South Florida,text/html; charset=utf-8,FALSE,200,0,"https://coastalroofingofsouthflorida.com/wp-content/uploads/2025/04/63eda43d2d142ea4ef045cef_industrial1-1024x683.avif
https://coastalroofingofsouthflorida.com/wp-content/uploads/2025/10/long-shot-man-with-helmet-sitting-roof-1-scaled.jpg"
https://coastalroofingofsouthflorida.com/roof-leak-detection/,Roof Leak Detection In South Florida,text/html; charset=utf-8,FALSE,200,0,https://coastalroofingofsouthflorida.com/wp-content/uploads/2025/04/west-palm-beach-apartment-roofing.webp
https://coastalroofingofsouthflorida.com/commercial-roof-inspection/,Commercial Roof Inspection In South Florida,text/html; charset=utf-8,FALSE,200,0,https://coastalroofingofsouthflorida.com/wp-content/uploads/2025/04/west-palm-beach-apartment-roofing.webp
https://coastalroofingofsouthflorida.com/roof-replacement/,Roof Replacement In South Florida,text/html; charset=utf-8,FALSE,200,0,https://coastalroofingofsouthflorida.com/wp-content/uploads/2025/10/Whisk_1141ab2e3fceb4dbf144658529fe8acddr-1.jpeg
https://coastalroofingofsouthflorida.com/waterproofing/,Waterproofing In South Florida,text/html; charset=utf-8,FALSE,200,0,https://coastalroofingofsouthflorida.com/wp-content/uploads/2025/10/vasilis-caravitis-GUEObLhd8DM-unsplash.jpg
https://coastalroofingofsouthflorida.com/tile-roofing/,Tile Roofing In South Florida,text/html; charset=utf-8,FALSE,200,0,https://coastalroofingofsouthflorida.com/wp-content/uploads/2025/10/mitchell-luo-Ng4xt7m9bDA-unsplash.jpg
https://coastalroofingofsouthflorida.com/blog/how-multiple-storms-affect-your-insurance-claim/,How Multiple Storms Affect Your Insurance Claim | Coastal Roofing,text/html; charset=utf-8,FALSE,200,0,https://coastalroofingofsouthflorida.com/wp-content/uploads/2026/06/How-Multiple-Storms-Affect-Your-Insurance-Claim.png
https://coastalroofingofsouthflorida.com/blog/understanding-photovoltaic-roofing-integration-for-bipv-roofing-in-florida/,Understanding Photovoltaic Roofing Integration For BIPV Roofing In Florida | Coastal Roofing,text/html; charset=utf-8,FALSE,200,0,https://coastalroofingofsouthflorida.com/wp-content/uploads/2026/06/Understanding-Photovoltaic-Roofing-Integration.png
